Gene	TCGA-AA-3850	TCGA-AA-3845	TCGA-AA-3852	TCGA-G4-6302	TCGA-AA-3492	TCGA-G4-6314	TCGA-G4-6311	TCGA-A6-2672	TCGA-DM-A1HA	TCGA-DM-A1HB
MIPEP	658	501	794	1037	1306	2535	1861	550	1444	1674
PRKCH	196	391	351	978	136	652	524	758	333	391
INSRR	0	1	1	14	3	5	0	8	1	3
IFNGR1	2962	1916	1369	4443	3279	2923	5262	1293	5301	9167
B4GALT7	503	305	1005	1195	621	1750	1086	435	1911	2153
SH2D2A	158	77	215	202	133	285	570	166	1163	296
VRK2	235	716	223	617	340	705	657	489	1662	838
TNFRSF1B	1542	800	860	4249	1724	1995	3044	1148	6576	4685
VEZT	764	2071	1108	2340	686	2701	1739	1567	3890	2441
POU2F2	121	85	87	406	16	247	468	221	128	220
BRD9	798	488	756	1106	1249	2099	1263	924	2515	2109
SNX1	1416	1817	1658	4651	2597	4827	3057	1975	2255	4314
TBPL1	253	599	271	458	349	935	1122	170	1216	1184
ARNTL2	289	3273	623	1194	473	1282	1201	1063	837	1024
BCLAF1	1529	3687	1136	4405	1080	5939	4945	2202	6875	8172
SLC39A9	1733	1910	2036	3623	2888	5886	3936	2322	3117	7919
ANK1	22	13	69	91	40	50	42	95	9	38
IBSP	0	24	12	25	22	160	429	12	94	87
TFB1M	248	264	259	467	464	635	452	221	1685	915
RABEP1	604	1222	499	2526	673	1561	1025	1406	1300	2740
HMGB3	910	1868	1243	1708	1505	4061	3794	593	959	4288
NUP160	775	1172	920	2073	2217	4240	2488	1686	2535	3405
BAK1	1008	823	845	1656	2050	1421	1752	1392	1840	3198
MUSK	1	2	2	12	3	6	9	50	0	0
IKZF2	44	294	47	229	22	99	145	242	10	428
GRN	7924	6272	10434	18936	11955	23332	24772	3712	22480	18630
FAM13B	221	489	217	1609	258	1383	558	813	676	664
ARHGAP31	297	296	389	1876	204	1169	1120	1078	115	342
CENPQ	137	182	75	163	119	288	373	61	607	451
SARS	2849	2098	2490	5447	7177	9071	4753	1272	5870	8364
RANBP3	872	1191	993	2944	1124	3812	3514	1303	1987	3533
ARID4A	262	462	275	895	203	1159	803	589	1198	724
EIPR1	989	617	783	1103	1168	1455	1003	672	3038	2224
PNPLA6	1305	1427	1443	3008	1894	4199	4171	750	3674	2918
IFT88	188	428	214	486	292	1184	777	635	1602	852
ALG1	587	308	830	927	925	1526	1501	350	1050	2517
ZCCHC8	372	692	407	717	493	1188	813	630	1705	1165
ABCF2	1073	1401	2160	2708	2418	4604	3928	859	5792	3760
CHPF2	1376	1277	1471	3557	1077	5216	3942	1373	5570	5090
LRRC7	3	13	3	49	1	24	12	62	12	24
FUT8	817	3192	1417	1730	3205	2957	1270	2450	1911	7089
UBA6	701	2627	629	1762	1181	2041	1962	1865	5583	4522
GAB2	462	301	576	1442	479	2199	687	914	2394	1494
ATP6V0A1	1300	987	821	3644	1255	3696	3200	2040	3247	3073
PIAS1	500	715	368	1781	678	1859	1290	1701	1297	2319
SLC4A7	311	599	299	763	104	1539	704	812	236	896
APBA2	97	62	100	230	84	334	297	139	17	104
MAP2K3	2012	2778	1735	3693	2791	4934	2869	1591	7752	8338
EFCAB1	1	3	1	3	1	17	9	3	0	3
TMSB10	28332	47536	27871	37754	57551	55640	39098	17174	161026	103878
ASTE1	172	122	143	281	280	572	497	270	385	415
RNF19A	551	1306	574	2582	572	2268	2349	1263	1685	1195
PEX3	252	605	201	530	435	511	688	121	683	720
GABARAPL2	1132	1805	842	2769	1330	2585	2404	609	4903	3002
MYOC	0	0	0	916	0	16	0	0	1	0
SH3YL1	1691	2054	718	1482	1033	4397	3750	1491	11465	3678
FAM136A	1303	1552	1572	1324	1933	2761	1785	807	3921	4249
VCL	3089	6653	3139	29193	3301	18495	9427	4896	7672	9149
DEPDC1B	288	576	242	267	391	815	777	315	388	1227
DAPK2	604	186	377	147	347	1868	698	656	282	143
NSMAF	636	681	894	1452	1381	2468	2159	911	1203	983
ADSS	1176	2528	834	2423	1108	4068	3509	816	4105	3836
STAP1	15	14	21	13	5	10	90	14	5	8
TIMP2	2497	7800	4389	33643	2590	17483	15756	3475	12152	5909
RFC1	614	746	653	2135	856	2753	2264	1584	3001	3148
TBC1D23	485	907	385	1413	666	1879	1659	480	1670	2286
CUL3	1233	2093	1061	2297	1908	3291	3514	1280	6316	3981
MYOM2	69	9	25	240	10	59	60	13	172	11
OTC	11	28	1	1	32	36	12	2	0	72
CYP46A1	2	4	7	34	0	17	6	5	1	4
AC118549.1	462	1084	499	1335	873	1485	1418	1193	1160	2140
SLC18A1	12	27	372	3	7	179	11	2	8	105
USP2	103	94	10	191	19	89	253	14	44	36
CASR	0	12	1	3	0	1	1	0	0	0
TUBG2	107	124	159	653	126	621	313	116	871	195
FLT4	83	47	192	809	65	672	314	162	194	247
NSUN2	1278	1655	1347	2763	2213	3862	3443	1466	6928	5517
FBXO42	453	541	472	1307	654	1326	1068	1066	1883	1631
MFAP3	246	298	163	711	220	720	576	410	512	776
MRI1	435	131	464	588	286	959	1194	220	1875	870
METTL1	348	461	709	604	639	1009	864	170	1738	1669
HOXC8	0	6	1	95	1	13	12	10	45	4
AGA	355	238	318	486	283	746	662	98	779	485
PI4K2B	506	1319	330	1010	347	1704	1181	264	1120	2579
BOD1L1	403	726	363	1902	357	2795	1983	2734	3789	2456
MAT2B	1295	3361	1174	3517	2946	3605	2689	1061	6110	3892
TLL1	2	17	5	304	7	137	11	22	1	14
EDC4	855	636	863	1436	869	2573	2942	777	3045	1668
TRIO	1784	1284	1507	5385	1326	6103	4777	6266	4928	2781
VCAN	1164	1494	1975	9624	1026	15545	7070	4949	559	1722
CLEC16A	565	415	549	1579	464	1825	2069	1405	1752	2221
MSR1	221	346	362	1290	691	376	946	463	116	460
CDH1	11336	10156	7396	13132	11429	31072	32405	7658	42556	29518
MTREX	972	1443	979	2124	1456	2904	2378	917	2149	3201
DNAH5	34	96	33	60	66	75	96	92	75	98
ZFYVE16	497	1313	318	1174	400	1942	985	1241	721	1531
RIPOR1	546	652	547	3910	791	2448	3190	912	1635	2174
C6	1	1	3	9	0	12	9	0	3	1
RAI14	353	528	410	3159	212	2365	2326	1053	639	1457
SOX30	97	253	35	73	363	27	48	46	208	19
PNKP	854	798	861	1115	912	2101	1551	560	3634	2140
BEST2	200	209	233	3	11	19	83	8	2	1
PHLPP2	426	346	193	562	228	399	1123	1056	236	873
SPDL1	189	409	213	452	295	1019	723	229	691	1245
STAU2	444	1069	536	1247	366	2511	1601	993	1796	1542
PQLC2	239	193	287	488	345	524	577	185	1153	632
CTNS	263	232	348	607	342	701	476	516	465	616
RTN4R	124	89	117	364	411	273	358	85	131	560
PHF23	676	954	738	1517	971	1774	994	626	1657	2051
CDH10	3	2	0	4	0	5	1	0	1	0
INPP4A	364	512	345	1353	289	1027	1055	1328	931	1419
RAB27B	239	853	256	848	458	190	139	581	447	1488
MYO16	5	12	1	50	5	13	8	20	18	5
LSG1	654	741	799	1627	1464	3520	2838	952	5149	2905
PARP3	617	1749	461	789	1158	886	632	461	1071	763
TNC	1414	4562	1276	65509	779	21054	5960	10559	821	6974
THAP3	154	223	187	551	235	453	370	151	1290	678
RIPOR3	125	50	58	113	45	163	138	308	4	61
TDP1	438	478	681	584	578	1169	978	611	696	1118
AIFM2	635	964	721	1211	1337	1889	1523	419	4239	2505
C2orf83	2	0	0	0	0	0	0	0	0	0
SPATA7	55	111	149	253	54	459	148	241	178	380
MED17	410	952	444	926	721	1730	816	643	1992	1672
RETSAT	2394	1499	1780	4527	5139	3038	4696	1561	4019	6765
CAPG	2317	3226	4394	4826	4680	4895	6474	1022	27813	3539
AP2S1	1452	1536	2053	2631	2094	3438	3295	425	5062	6970
USH2A	2	1	8	5	0	7	11	71	24	5
ZPBP	0	0	0	0	0	1	1	0	1	0
TG	81	4	1731	61	21	143	462	65	15	23
ADAM28	267	162	125	367	123	221	170	412	6	139
BARX2	99	110	200	269	193	33	153	171	631	994
DCUN1D1	430	1003	325	1276	439	1837	1611	579	1960	1623
JADE2	539	1274	800	2629	1005	1893	1595	1023	5823	962
ZIC2	1	233	241	168	178	2	4	338	8	1007
LCP2	378	667	361	763	318	747	733	2364	203	304
TRIT1	497	529	418	656	503	739	659	474	1922	903
ADRB1	11	12	9	176	4	60	7	63	64	74
GUCA2B	74	136	1	41	5	2	280	1	0	2
CUL7	720	866	908	1837	792	2501	1827	714	4473	2263
CTNNA1	8883	10294	8101	22172	12237	23032	16733	8431	32123	33400
PHKA2	352	287	479	665	465	1622	1571	1052	1782	1921
CNTLN	128	478	34	385	125	384	282	254	327	337
EPHA3	22	24	70	204	25	242	92	76	24	15
HSPA5	8972	12377	11667	31809	10847	36794	33218	9569	53938	80104
DSG2	6092	13103	5903	11490	13535	23766	12417	9868	32752	24457
GEMIN8	264	323	235	556	569	627	695	267	728	770
OFD1	444	529	311	736	536	1445	1682	1244	2492	922
GPM6B	28	168	22	790	22	751	68	315	27	52
MAGEC2	0	0	0	0	0	0	0	1	0	0
PREX2	56	62	21	533	19	245	75	231	17	75
WDR37	387	465	249	782	412	680	637	688	921	1094
YTHDC2	527	713	280	1175	448	1270	1199	974	1134	1558
CTPS2	546	1057	612	896	968	2595	2058	773	1948	1301
ATP6V1H	728	1088	913	2099	1183	2656	1674	427	1063	1760
POLR2B	1794	2459	1804	3481	4061	4567	3668	2194	6639	5757
FAM214A	430	641	256	853	200	749	677	736	207	634
ARAP2	239	540	218	741	209	706	747	1628	1976	716
TPR	1286	2786	1411	4637	1498	5405	6970	5034	8252	6238
CP	28	44	12	308	11	250	92	111	4	518
KIAA0556	385	442	513	1030	386	1582	1516	1268	2042	1083
DTNBP1	337	358	387	956	640	1087	1282	565	1285	1002
XK	557	637	637	831	618	1569	801	627	1047	1484
ANO2	16	7	7	55	28	25	10	120	2	70
C12orf4	384	598	246	661	381	777	522	318	434	718
SCML1	305	537	162	363	313	1588	1533	670	376	1241
WWC3	350	889	428	2449	263	2939	2629	1080	1646	1634
ARHGAP6	52	35	27	461	22	350	147	46	12	1034
FAM184B	7	6	2	14	1	20	12	47	34	11
MAP4	3211	4294	4930	18970	3913	23383	11528	6953	21928	8589
GOPC	495	1215	673	1598	395	2078	2030	677	2572	1922
ROS1	1	9	3	0	12	4	20	20	0	3
USP28	318	658	488	1025	633	1514	909	849	1178	979
HDAC9	179	194	36	951	7	334	423	140	635	50
TSPAN17	1278	1385	1365	1829	1673	3092	1867	821	3432	2662
NOP16	599	370	685	697	1067	1541	1430	215	2218	2029
CC2D2A	44	144	132	873	87	516	381	1072	99	51
RRM2B	417	840	443	2682	443	1608	1984	682	1480	1936
ZNF800	494	599	379	706	213	1214	1276	492	1898	1069
TNFRSF17	177	112	23	57	10	8	36	12	0	4
SNX29	276	621	364	1204	206	937	898	928	1794	434
LMO3	24	17	29	2065	8	757	26	116	26	8
MRPS10	731	1103	595	1466	1218	1910	2240	546	3601	3056
GUCA1A	0	1	0	18	9	11	15	0	6	5
RSF1	428	1021	420	2144	324	3037	1607	1907	3210	2520
VPS13D	934	785	1078	3470	602	2155	2377	6620	2708	3627
CELF2	797	361	891	3153	105	1796	3323	1908	76	1239
FAM120A	3861	4934	5614	9009	5025	13556	13226	5361	11103	14031
R3HDM1	601	856	599	1160	690	2062	2443	1752	813	1811
COL9A2	973	220	527	622	3000	223	516	394	1335	822
KITLG	267	825	621	1978	315	973	555	181	231	4538
ERCC8	175	213	161	268	338	466	287	136	216	376
ADAMTS6	38	171	51	130	21	185	133	149	27	127
H6PD	1619	1660	1479	5676	1479	4757	4371	2678	12026	4757
VAMP3	2387	3112	1983	5483	3434	4368	4275	1652	6849	6038
PER3	186	320	45	1472	718	966	218	1030	1788	875
UTS2	17	0	3	39	31	6	4	9	59	104
TNFRSF9	81	69	53	132	49	132	145	193	64	67
EPN3	287	808	677	369	527	1482	1514	286	152	327
LTBP1	713	586	983	13434	436	6605	2060	1090	332	901
RCN1	1429	4331	2080	5398	2127	17711	4611	2595	20992	7165
ELN	555	162	1441	8777	690	7134	1622	114	616	452
RFC2	697	719	946	879	1616	1805	1478	526	2183	1929
ARID1B	1062	1540	1155	3497	1168	5400	4384	2932	5129	3105
CLPTM1L	3036	2151	2677	4238	3997	6373	4914	1815	8088	7941
NEDD4L	1114	2511	1075	2216	1081	2293	2042	1587	2281	2972
FOXP3	96	61	81	199	68	280	89	117	36	105
PPP1R3F	22	21	58	242	16	124	95	38	591	63
HEXB	3217	3044	2931	6009	4614	6553	6174	2070	3822	10885
PTCD2	173	224	167	417	183	656	319	432	285	716
NEXMIF	4	2	0	228	1	77	9	9	0	0
JKAMP	554	1284	642	1376	807	1257	968	352	1865	2568
DKK3	1316	1101	1407	6423	1590	7401	3317	989	496	1234
ARHGEF5	322	574	352	500	382	1229	1840	409	2878	1397
NFE2L3	1501	3228	2011	2204	2495	5731	5395	1642	7093	4647
MCUR1	793	1165	581	1580	1132	1604	2236	497	4507	2742
LIMA1	5145	5146	3200	5168	5332	4939	4266	2713	1946	12507
LETMD1	1042	783	1881	1597	1553	2714	1311	1076	5506	3618
SLC4A8	98	129	215	102	20	84	78	63	30	28
LAMC3	228	77	58	47	30	314	254	99	80	85
PTGER3	37	42	84	1679	59	636	183	27	2	28
TNIP3	127	55	23	42	18	19	16	55	10	11
MAPK9	789	936	760	1897	938	2329	1657	1126	2582	2185
COL23A1	43	14	31	60	17	73	44	19	11	30
BCAR1	1745	2660	2112	5785	2680	5614	5243	1302	12090	7487
FAM160A2	1409	762	957	1737	1570	4685	2375	2015	4417	5939
HERPUD1	4038	2288	1474	4269	2946	4187	4704	2121	3691	8544
HOMER3	110	382	151	895	118	655	530	113	2078	247
RAD51	368	337	384	271	999	866	655	236	357	1216
POLQ	189	194	142	181	171	830	621	1344	684	883
PIK3CB	681	1448	561	2069	975	3242	2807	1216	2517	4236
CYBA	8309	7059	8923	6233	6809	5407	2454	1481	9900	12254
THOC3	210	276	225	354	468	721	403	122	958	1084
HEBP2	1836	1985	1474	2492	1981	2818	4458	1040	7541	4375
MPHOSPH9	252	522	284	354	291	611	420	993	581	1188
PLEKHA5	367	456	471	967	204	1936	1242	1189	2726	1840
PRSS8	3335	2793	2307	6675	8288	12207	11941	2723	4804	28816
SIKE1	449	1039	372	959	478	1591	1210	597	1079	1947
RRP12	562	675	1123	1692	1505	4736	3553	591	3400	3678
FNIP2	701	712	384	1614	575	1969	1776	1875	478	2337
MSMO1	1690	1246	973	4608	1782	6769	5365	508	3857	11040
TTC17	978	1098	878	2141	1597	4235	2605	2876	5643	3217
ALX4	2	0	0	4	0	1	2	57	3	1
FSTL4	217	0	11	36	0	5	2	7	1	1
FOXN3	769	660	463	4992	576	3246	2323	1436	318	898
METTL24	0	0	1	161	3	71	3	13	0	0
AKR7A2	1145	936	1417	2121	3196	1480	1360	706	2475	4210
MRTO4	1059	795	1330	1548	2119	2477	2434	525	5378	4415
NNAT	14	12	16	478	1	229	50	218	32	27
USE1	300	191	298	702	452	1026	962	124	880	1435
MCF2L2	21	17	9	56	7	49	17	141	28	32
NRIP2	62	54	59	294	55	331	130	297	114	86
LAMA3	3012	7547	1722	3312	538	2771	9263	2471	7198	3367
AP5M1	1073	897	971	1570	893	1805	1545	1160	1800	2132
ANAPC4	492	628	277	746	631	1022	958	482	1498	954
KCNQ1	3994	235	1270	5920	5609	6552	9013	1831	11369	11146
TRAPPC3	993	980	911	1967	1554	1736	1802	828	4153	2920
THRAP3	2103	2533	2308	7264	2602	6057	5522	4460	7740	9481
PHPT1	1546	1138	2984	1900	2580	3959	1773	650	6167	4130
ENTPD2	616	196	600	431	739	1232	664	237	7793	3203
LY75	386	782	349	834	364	743	2262	452	2220	1744
ARID4B	358	1186	325	1437	302	1764	1727	1395	2177	1758
OPN3	176	98	152	138	82	264	470	120	395	125
SDCCAG8	252	742	221	649	371	843	823	467	1494	736
PTPRN	72	42	21	531	6	175	93	16	38	73
HHAT	86	158	70	210	127	273	220	199	616	197
KIF1B	885	1433	691	3491	662	2508	2987	3416	2514	3996
FOXC1	74	137	57	335	11	222	153	156	57	301
TBC1D22A	922	1079	971	1703	1373	2879	1827	1183	1384	2386
SYNE2	1567	1803	1561	3794	879	3878	4197	14054	6826	7170
PLEKHH1	947	422	1125	684	883	1852	1154	2813	589	2985
ATP9A	3290	1161	2362	5834	1683	15786	14114	2706	7283	1646
SPO11	0	0	0	0	0	0	0	0	1	0
CBLN4	0	1	0	6	0	9	0	0	1	0
CHRDL2	192	46	97	18115	96	7793	100	18	22	133
FAM168A	564	1577	722	3302	524	4166	1953	2693	2708	2179
RELT	179	192	213	296	162	541	427	712	378	948
GALC	302	327	436	656	622	966	432	147	33	1658
NOP58	1024	1314	966	3455	1478	4304	4755	1332	6558	8156
SZRD1	2547	3378	2756	7444	3697	5925	5567	2172	11805	7547
KCNH2	163	866	106	2909	239	1375	496	15	2296	185
CUL1	995	2503	1684	2955	2074	4433	3650	1221	5009	3809
FAM114A2	235	392	156	936	374	740	568	311	1070	953
CYFIP2	1391	1343	614	1584	1448	1698	1472	1399	747	1825
TAB2	1044	1636	838	3854	1187	4549	3629	1859	4378	3489
GINM1	655	875	397	2235	434	1659	1478	276	1584	2666
EIF2AK2	893	2814	819	3360	977	3205	3654	4027	6017	3038
USP36	819	676	853	2143	934	4589	3985	1494	4692	3203
KMT2C	863	1319	901	3364	428	4771	4075	8246	2782	3272
MCOLN3	403	5	44	37	12	122	28	205	1	8
CCDC85A	1	1	0	31	2	13	8	1	0	1
PUM2	1705	3066	1530	5509	2658	7386	6092	3656	10527	7198
MRPL43	1171	1137	1308	1821	2120	3385	1763	567	2311	3852
ITIH4	4	2	0	8	0	2	4	18	4	6
ITIH1	2	1	0	5	0	0	1	5	1	0
HPF1	215	548	152	650	351	575	447	73	627	821
ZFR	998	2683	1144	3348	1560	6536	3392	2179	6230	4761
ZNF280C	56	248	65	168	90	309	247	289	696	251
NPFFR2	4	3	0	3	1	3	1	2	0	0
PHF21B	0	0	1	7	0	2	2	1	0	1
TRAF1	214	175	181	447	168	472	546	708	1086	169
RC3H2	616	1662	732	1943	431	2547	1641	2179	2494	2659
IL17RB	204	349	463	249	439	1651	574	848	2481	726
TRAF3IP2	639	511	791	1434	1116	1537	1382	848	2770	2692
GYG2	132	35	149	281	66	3886	743	155	68	497
DCBLD2	151	15809	421	2528	197	2815	1453	790	9500	972
SERPINB3	0	0	0	0	1	0	0	0	0	207
SOAT1	301	1359	401	1449	194	1794	798	274	920	793
PKP2	1875	2403	2511	2372	4050	2511	4415	3373	3575	8987
MSH4	0	23	0	6	8	3	4	215	3	43
F7	16	2	1	15	6	23	27	18	57	2
GDI2	6555	10986	5432	12388	10575	11256	10233	5216	18928	24658
PRDM1	777	688	389	945	184	1400	2138	1619	939	1816
ATG5	845	1338	621	1662	1288	2460	2511	684	3262	2629
TMCC3	389	278	343	1136	263	374	2356	544	366	920
PITHD1	703	762	761	1721	1265	1334	1829	535	4720	3539
MTA3	641	903	627	1590	1223	1656	1015	869	3331	1429
USP13	152	698	184	795	287	910	306	465	137	856
ATP11B	1116	1850	964	2620	943	2976	3686	1955	957	2959
LAMC2	5376	6812	3623	8795	2044	8736	33885	2495	11041	12922
CDK14	126	126	120	1037	39	458	456	373	75	175
SEC61A1	6804	5341	6986	15323	7988	22606	18522	6244	21253	39810
PPP1R12A	618	2652	774	5170	586	4210	2113	2541	3576	2720
RASGRF1	15	9	9	71	7	48	52	17	421	40
CAMK2B	1	3	0	74	2	21	34	1	47	11
CROCC	228	286	364	1044	312	933	943	401	1792	1076
POLR3E	754	597	940	1833	579	2698	2709	1097	4036	2438
ATP2B4	804	1200	469	22910	389	8756	2674	2608	1281	3013
ZC3H11A	1119	2218	912	4107	1361	5681	4570	3925	8668	7222
RIOK2	428	580	233	712	453	1184	810	292	1649	1463
YIPF1	610	472	520	1112	712	1068	966	400	1864	2336
NDC1	946	1303	1371	1783	964	2444	2709	1001	3191	4909
DGKG	15	117	24	325	36	79	125	182	244	252
FLYWCH1	494	410	602	1386	564	1604	1436	481	2762	1201
UNKL	142	228	259	379	117	565	429	279	1205	307
TBXAS1	284	157	1202	844	213	1039	1206	419	169	2351
PARP12	895	1594	1077	2355	2410	2098	2426	2716	5081	1229
ALDH18A1	3164	2697	2520	3700	5636	8877	6677	3954	7101	12652
TARBP1	658	796	714	816	961	2057	3377	3827	4656	1549
GATB	405	363	454	677	936	981	658	391	1137	1260
MXD1	1843	1411	629	3708	905	748	4057	3740	1211	3528
CDK17	277	1355	288	1590	225	1227	674	720	1341	1096
DNAJC25	121	206	144	329	71	395	288	128	437	938
SLC2A3	481	773	463	2852	227	3902	1997	1975	1232	1210
PSD	66	53	89	6067	39	1627	128	121	69	115
CTDP1	848	549	1035	1502	910	1109	1075	581	1400	2142
YBX3	1835	9637	4623	11602	2571	9769	6389	2119	9652	12125
STYK1	185	1104	122	320	316	489	275	266	154	1126
WNK1	1922	3717	2032	6830	1132	7267	5281	7601	13062	4868
CCAR1	926	1773	733	1900	635	4646	3598	1777	5947	5647
OGFR	696	3154	1085	1913	877	3376	3753	1092	8976	2413
GNA15	163	125	607	527	85	322	682	161	327	2356
CREB3L3	6	6	1	1	112	4	41	9	5	92
PIGV	373	251	547	604	473	984	727	231	2637	933
PTPRU	127	324	145	3376	301	519	545	267	223	1777
SNRNP40	774	1222	960	1212	2685	1919	1713	732	2394	2672
RIMBP2	65	728	51	346	77	270	7	86	369	105
COL11A1	161	453	1262	2255	474	5595	6021	1723	136	1517
QSER1	141	940	373	922	176	2084	1084	1303	2349	2119
MPC1	1170	509	413	993	1286	948	1346	232	564	2018
ACAA1	1521	819	1142	1277	891	2277	2312	605	2654	2829
BCAT1	157	223	228	1335	122	739	821	675	50	504
HDAC7	822	1462	1207	4393	635	4785	2872	1125	5434	3149
LZTS1	67	121	107	773	64	537	305	81	93	79
PRDM6	11	23	25	394	11	221	59	41	115	20
WNT8A	0	0	0	1	0	0	0	0	0	0
SPAG4	396	320	209	108	77	185	234	71	527	790
NCKAP1	2586	6613	2308	9015	5289	8588	10362	3104	12353	6981
MRPS35	2044	2600	3637	3532	2813	2991	3891	1251	5700	7135
GUCY1B1	163	318	200	2184	233	1209	426	210	58	126
SFSWAP	477	875	756	1574	379	2299	1894	1167	3860	2054
TNK2	969	606	1297	1791	1101	2728	3232	1208	7937	3484
MON2	571	1141	483	1150	366	1497	1092	2146	1218	1262
CDH3	796	291	886	3902	1425	1703	4958	1235	8621	16012
ARSF	0	1	1	8	0	2	0	1	1	9
GPBP1	940	1691	764	2866	1200	3517	3284	1439	3706	5055
DGAT2	456	88	492	456	1279	1357	1878	317	2495	1012
ZNF112	41	113	33	143	133	174	118	101	353	177
CS	4261	6222	6520	6662	6076	10090	8023	4235	8072	11673
LTK	620	407	90	288	966	701	95	257	612	9
MRPS24	81	59	353	291	167	589	409	20	1204	733
ELMO2	525	860	527	1560	644	2897	2339	1087	2647	1031
WAPL	954	1732	838	2282	1343	3348	2469	1970	4569	3561
VMP1	3777	4182	2399	4220	3145	9613	7811	11619	12835	10085
APPBP2	484	1091	443	1496	614	1837	1310	875	1581	1470
POLD1	694	692	1204	949	990	3117	2012	448	2535	2100
SEZ6	5	3	1	69	1	16	6	122	6	0
EIF4B	4861	7386	9271	16613	10510	19777	12581	6190	18000	31866
SLC6A16	19	13	8	31	2	25	14	33	75	17
BICRA	346	279	345	662	99	1302	1080	308	1491	617
SPHK2	1029	423	452	467	576	1897	1219	258	1887	671
CA11	19	71	39	392	148	202	96	36	628	86
ISOC2	1133	815	2051	1817	1679	3079	2077	391	4464	3713
U2AF2	3356	3198	4097	5685	4733	12153	11151	1584	18126	10232
EPN1	3638	2220	4098	5240	3433	15447	10932	1342	17838	10359
MED29	730	758	795	2745	1185	2838	2417	637	4633	1957
AHRR	27	38	24	104	40	25	14	73	375	57
GSC2	0	0	0	0	0	0	0	0	0	0
ZNF275	350	339	325	1061	364	1209	1372	578	1315	1241
MTMR1	685	1079	566	975	929	1965	1973	613	1110	1392
GPC1	702	1044	1017	4051	580	4090	3411	294	2233	683
ADCK1	242	110	313	358	506	905	670	226	481	641
HAGH	683	626	564	1245	999	1328	1307	310	2552	1463
RNF4	1274	1405	1322	2800	2061	2649	2853	1935	6017	4189
CASP8	584	973	480	1181	549	1982	1533	1189	3044	2088
LIMCH1	115	57	266	1527	60	1109	685	912	39	1815
INTS13	561	1097	615	800	566	1482	1672	435	2246	2076
TM7SF3	1612	2683	1651	3457	3281	2229	2387	1663	2029	4468
DLX3	7	0	0	1	4	39	75	0	122	1
SPA17	128	308	162	285	206	347	291	174	436	554
TSPAN32	16	9	8	83	15	18	24	34	18	9
WISP2	7	2	6	79	5	101	27	99	4	38
DMRT3	0	0	0	6	4	37	8	7	17	2
ST3GAL6	26	63	26	190	23	150	97	126	34	49
ATP2C2	1325	1053	933	819	3260	2142	2303	3908	295	7973
NGFR	28	25	6	1804	9	771	117	3	366	8
CDON	27	70	18	1456	52	524	98	276	111	313
TAF2	376	766	458	1231	528	1671	1599	819	1317	1426
HIPK2	709	438	1078	1925	597	2805	2168	4374	1683	2918
TNPO3	929	1269	1602	2732	1638	4372	3766	1825	6927	4290
BORCS8-MEF2B	2	1	5	19	5	42	33	2	99	13
RFXANK	706	1309	930	1076	1220	1955	1719	218	4004	257
TMEM161A	639	502	1141	1235	1530	2416	2420	248	2561	2724
LPAR2	440	342	683	361	336	1203	1326	263	3740	1039
CTSA	5132	4548	3053	7371	4227	7874	13941	1731	10766	10928
SUGP2	669	710	625	1285	450	2610	2414	3277	3381	1803
SLC12A2	13463	4012	16604	23397	19709	38796	13764	17990	3844	21346
SNX24	85	414	73	338	56	189	233	268	645	477
EYA2	43	109	23	83	5	861	683	5	7	21
CNN2	4354	11648	3689	8086	4188	9694	11391	2044	11696	9774
ABCA7	568	422	542	661	443	354	329	934	1257	992
SNCAIP	429	11	107	332	17	178	73	62	5	22
DDX20	324	409	295	676	513	912	757	399	669	853
BTBD1	1431	2595	789	3120	1629	3382	2733	986	2068	4135
FAR2	732	970	1139	1167	1800	1664	1764	823	406	1414
BCAS1	1446	947	400	1124	1162	428	1170	421	193	1444
POU1F1	0	1	0	5	0	0	2	4	1	0
CHI3L2	74	54	8	161	6	29	89	107	1	11
SBNO2	1905	2192	2479	4641	1772	4244	4684	1735	3709	11235
PMS1	224	488	218	396	165	818	672	302	846	779
HMG20B	1134	1918	2768	2420	2173	3011	2196	607	2139	4214
CALCRL	204	282	182	1628	107	798	352	150	133	460
TAF11	519	487	390	796	609	1357	1186	276	1385	1651
ANKS1A	807	782	1076	3085	746	2742	3198	1290	3401	2484
AP3D1	3275	2998	4090	8141	3184	10955	10591	3910	8485	11901
ZNF76	570	455	708	841	549	1384	1130	469	2193	1094
SLC9A3R2	1187	2878	1971	3025	957	2343	2368	340	967	1625
NTHL1	506	331	814	687	1060	974	1151	155	1151	947
UHRF1BP1	409	628	343	824	416	1271	1431	1334	1550	1174
GNAI3	1857	3330	1686	4975	3995	5156	4280	1384	3330	8759
IPO5	2635	3598	3405	6919	6665	7591	9294	3918	17472	12397
OAT	1062	2430	564	2687	2058	2856	2760	764	1746	2199
WDR3	679	720	639	1357	1127	2998	2632	454	1867	3114
PKN2	642	1923	700	2511	756	2162	2039	1566	2234	4777
WDR18	1178	621	1376	1621	2070	2441	1585	186	2421	3469
TRAM2	954	1967	972	4002	1045	3460	2193	1774	1832	1809
NTN1	88	63	86	1527	47	832	90	83	18	91
GLP2R	51	6	8	157	8	151	26	2	2	0
MCM10	164	647	238	292	353	503	509	484	653	1129
DGKA	865	777	710	1111	559	722	1122	791	415	1925
ERBB3	3413	5741	5319	7494	9428	12570	12314	7774	34779	21588
